city,zipcode,query,location,coords,city_y,state,country
EAST GREENWICH,02818,EAST GREENWICH 02818,"East Greenwich, Royal Borough of Greenwich, London, Greater London, England, SE10 0HT, United Kingdom","(51.4879961, 0.0104653, 0.0)",London,England,United Kingdom
Albalat de la Ribera,46687,Albalat de la Ribera 46687,"Albalat de la Ribera, la Ribera Baixa, València / Valencia, Comunitat Valenciana, 46689, España","(39.2012627, -0.3866468, 0.0)",Albalat de la Ribera,Comunitat Valenciana,España
Olmedillo de Roa,09311,Olmedillo de Roa 09311,,,,,
Villamarco De Las Matas,24345,Villamarco De Las Matas 24345,"Camino de Villamarco, Villamoratiel de las Matas, León, Castilla y León, 24290, España","(42.4009137, -5.301305, 0.0)",,Castilla y León,España
FUENTESAUCO DE FUENTIDUEÑA,40355,FUENTESAUCO DE FUENTIDUEÑA 40355,"Fuentesaúco de Fuentidueña, Segovia, Castilla y León, España","(41.4258579, -4.0610194, 0.0)",,Castilla y León,España
Hospitalet de LLobregat,08906,Hospitalet de LLobregat 08906,"l'Hospitalet de Llobregat, Barcelonès, Barcelona, Catalunya, España","(41.3577466, 2.1145870752672113, 0.0)",l'Hospitalet de Llobregat,Catalunya,España
Miranda de Ebro,O9200,Miranda de Ebro O9200,,,,,
ARADA,3885-113,ARADA 3885-113,"Arada, Ovar, Aveiro, 3885-113, Portugal","(40.9152673, -8.5995458, 0.0)",Ovar,,Portugal
hospitalet de llobregat,08901,hospitalet de llobregat 08901,"l'Hospitalet de Llobregat, Barcelonès, Barcelona, Catalunya, España","(41.3577466, 2.1145870752672113, 0.0)",l'Hospitalet de Llobregat,Catalunya,España
Mem Martins,2725-246,Mem Martins 2725-246,"Mem Martins, Sintra, Lisboa, 2725-328, Portugal","(38.793577, -9.34399, 0.0)",,,Portugal
Fuente Encarroz,46717,Fuente Encarroz 46717,"la Font d’en Carròs, la Font d'en Carròs, la Safor, València / Valencia, Comunitat Valenciana, 46721, España","(38.9168188, -0.1702194, 0.0)",la Font d'en Carròs,Comunitat Valenciana,España
barcelona,08901,barcelona 08901,"Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","(41.3828939, 2.1774322, 0.0)",Barcelona,Catalunya,España
São João da Madeira,3700-037,São João da Madeira 3700-037,"São João da Madeira, Aveiro, Portugal","(40.8977193, -8.490675185118615, 0.0)",São João da Madeira,,Portugal
Lisboa - Portugal,1750-441,Lisboa - Portugal 1750-441,"Bar Lisboa, Plaza de Portugal, Alcántara, Tajo-Salor, Cáceres, Extremadura, 10980, España","(39.7178334, -6.8819335, 0.0)",,Extremadura,España
Madrid,28869,Madrid 28869,"Madrid, El Álamo, Comarca Sur, Comunidad de Madrid, 28607, España","(40.232844, -3.9814541, 0.0)",,Comunidad de Madrid,España
Lisboa,1050-132,Lisboa 1050-132,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Santa Cruz de Tenerife,38002,Santa Cruz de Tenerife 38002,"Santa Cruz de Tenerife, Canarias, España","(28.499389700000002, -16.232933464784338, 0.0)",Santa Cruz de Tenerife,,España
La Batllòria,08476,La Batllòria 08476,"la Batllòria, Vallès Oriental, Barcelona, Catalunya, España","(41.7175269, 2.5468103, 0.0)",,Catalunya,España
ÁGUAS SANTAS,4425-176 MAIA,ÁGUAS SANTAS 4425-176 MAIA,"Águas Santas, Maia, Porto, Portugal","(41.2169114, -8.568025121806098, 0.0)",Águas Santas,,Portugal
LA POBLA DEL DUC,46840,LA POBLA DEL DUC 46840,"la Pobla del Duc, la Vall d'Albaida, València / Valencia, Comunitat Valenciana, España","(38.9051584, -0.4196606, 0.0)",,Comunitat Valenciana,España
Matosinhos,4455080,Matosinhos 4455080,"Matosinhos, Porto, Portugal","(41.1806814, -8.6821998, 0.0)",Matosinhos,,Portugal
Osera de ebro,50175,Osera de ebro 50175,"Osera de Ebro, Zaragoza, Aragón, España","(41.5344164, -0.5803041, 0.0)",Osera de Ebro,Aragón,España
Lisboa,1600-028,Lisboa 1600-028,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Gibraltar,GX111AA,Gibraltar GX111AA,"Gibraltar, Autovía del Mediterráneo, Barriada de la Paz, San Roque, Campo de Gibraltar, Cádiz, Andalucía, 11368, España","(36.2074118, -5.3906851, 0.0)",,Andalucía,España
Lisboa,1990-084,Lisboa 1990-084,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
 L'Hospitalet de Llobregat,08901, L'Hospitalet de Llobregat 08901,"l'Hospitalet de Llobregat, Barcelonès, Barcelona, Catalunya, España","(41.3577466, 2.1145870752672113, 0.0)",l'Hospitalet de Llobregat,Catalunya,España
HOSPITALET DE LLOBREGAT,08906,HOSPITALET DE LLOBREGAT 08906,"l'Hospitalet de Llobregat, Barcelonès, Barcelona, Catalunya, España","(41.3577466, 2.1145870752672113, 0.0)",l'Hospitalet de Llobregat,Catalunya,España
Gálvez,45164,Gálvez 45164,"Gálvez, Herrera del Duque, Badajoz, Extremadura, España","(39.266751, -4.9252117, 0.0)",,Extremadura,España
Olèrdola,08799,Olèrdola 08799,"Olèrdola, Alt Penedès, Barcelona, Catalunya, España","(41.321421650000005, 1.7234463352877167, 0.0)",Olèrdola,Catalunya,España
CULLEREDO,15189,CULLEREDO 15189,"Culleredo, A Coruña, Galicia, 15189, España","(43.2884816, -8.3894589, 0.0)",,Galicia,España
Segovia,40314,Segovia 40314,"Segovia, La Zubia, Comarca de la Vega de Granada, Granada, Andalucía, 18140, España","(37.1189559, -3.5820232, 0.0)",La Zubia,Andalucía,España
ORRO-CULLEREDO,15189,ORRO-CULLEREDO 15189,"Orro, Culleredo, A Coruña, Galicia, 15199, España","(43.2818079, -8.4085778, 0.0)",,Galicia,España
Alicante,03102,Alicante 03102,,,,,
dicastillo,31263,dicastillo 31263,"Dicastillo (III) / Deikaztelu (III), Dicastillo, Navarra - Nafarroa, España","(42.5938563, -2.0314986, 0.0)",,Navarra - Nafarroa,España
Edinburgh,EH151SU,Edinburgh EH151SU,,,,,
LA ESTRADA,36584,LA ESTRADA 36584,"La Estrada, Miyares, Piloña, Asturias / Asturies, 33583, España","(43.3770759, -5.290702, 0.0)",Piloña,Asturias / Asturies,España
Saint-Petersburg,197082,Saint-Petersburg 197082,,,,,
Zhoushan,316000,Zhoushan 316000,,,,,
Montemolin,06291,Montemolin 06291,,,,,
Alcolea de Calatrava ,13107,Alcolea de Calatrava  13107,"Alcolea de Calatrava, Campo de Calatrava, Ciudad Real, Castilla-La Mancha, España","(38.9861733, -4.1152469, 0.0)",,Castilla-La Mancha,España
Sobreira,4585-545,Sobreira 4585-545,"Sobreira, Paredes, Porto, 4585-545, Portugal","(41.1543626, -8.395821196777074, 0.0)",Paredes,,Portugal
Agualva,2735-578,Agualva 2735-578,"Freguesia de Agualva e Mira-Sintra, Agualva, Agualva e Mira-Sintra, Sintra, Lisboa, 2735-578, Portugal","(38.774967, -9.2848818, 0.0)",Agualva e Mira-Sintra,,Portugal
Celorio (Llanes),33595,Celorio (Llanes) 33595,"Antonio Celorio Sordo, La Portiella, Cue, Llanes, Asturias / Asturies, 33500, España","(43.411837, -4.7512491, 0.0)",,Asturias / Asturies,España
Palomas,06476,Palomas 06476,,,,,
Hospitalet de LLobregat ,08901,Hospitalet de LLobregat  08901,"l'Hospitalet de Llobregat, Barcelonès, Barcelona, Catalunya, España","(41.3577466, 2.1145870752672113, 0.0)",l'Hospitalet de Llobregat,Catalunya,España
El Rubio,41568,El Rubio 41568,"El Rubio, Ababuj, Comunidad de Teruel, Teruel, Aragón, España","(40.5266165, -0.7777617, 0.0)",,Aragón,España
Maia,4470-320,Maia 4470-320,"Cidade da Maia, Maia, Porto, Portugal","(41.232208, -8.6273183, 0.0)",Cidade da Maia,,Portugal
Viña del Mar,2571503,Viña del Mar 2571503,"Viña del Mar, Playa de San Juan, Alacant / Alicante, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, España","(38.3697732, -0.4171471068352563, 0.0)",Alacant / Alicante,Comunitat Valenciana,España
Villaverde del rio,41318,Villaverde del rio 41318,"Villaverde del Río, Sevilla, Andalucía, España","(37.591905, -5.875939, 0.0)",,Andalucía,España
Fortaleny ,46418,Fortaleny  46418,"Fortaleny, la Ribera Baixa, València / Valencia, Comunitat Valenciana, España","(39.1838545, -0.3151293, 0.0)",,Comunitat Valenciana,España
Monreal-Elo,31471,Monreal-Elo 31471,"Monreal, Calle Sotokua, Monreal/Elo, Pirinioaurrea / Prepirineo, Navarra - Nafarroa, España","(42.70524, -1.5054123, 0.0)",,Navarra - Nafarroa,España
Santo Tomas de las Ollas _ Ponferrada ,24416,Santo Tomas de las Ollas _ Ponferrada  24416,"Santo Tomás de las Ollas, Ponferrada, El Bierzo, León, Castilla y León, 24401, España","(42.554759, -6.5787746, 0.0)",Ponferrada,Castilla y León,España
Teresa de Cofrentes,46622,Teresa de Cofrentes 46622,"Teresa de Cofrentes, El Valle de Cofrentes-Ayora, València / Valencia, Comunitat Valenciana, España","(39.1064363, -1.0510067, 0.0)",,Comunitat Valenciana,España
Portimão,8501-851,Portimão 8501-851,"Portimão, Faro, Portugal","(37.19420955, -8.585577395168343, 0.0)",,,Portugal
Guadalimar del Caudillo,23519,Guadalimar del Caudillo 23519,,,,,
aveiro,3800-355,aveiro 3800-355,"Aveiro, Portugal","(40.640496, -8.6537841, 0.0)",Aveiro,,Portugal
Los Ramos,30589,Los Ramos 30589,"Los Ramos, Garrafe de Torío, León, Castilla y León, 24890, España","(42.71574, -5.5386514, 0.0)",,Castilla y León,España
Urbanización Valdeluz (Yebes),19139,Urbanización Valdeluz (Yebes) 19139,,,,,
Lisboa,1250-143,Lisboa 1250-143,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Gerindote,45518,Gerindote 45518,"Gerindote, Torrijos, Toledo, Castilla-La Mancha, España","(39.9655586, -4.3022455, 0.0)",,Castilla-La Mancha,España
Bilbao,40811,Bilbao 40811,"Bilbao, Bizkaia, Euskadi, España","(43.2630018, -2.9350039, 0.0)",Bilbao,Euskadi,España
Lisboa,1400-054,Lisboa 1400-054,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Solana de los Barros,06209,Solana de los Barros 06209,"De Acehuchal a Arroyo de San Serván por Solana de los Barros, Solana de los Barros, Tierra de Barros, Badajoz, Extremadura, España","(38.7925393, -6.4976271, 0.0)",,Extremadura,España
Paredes de Buitrago ,28196,Paredes de Buitrago  28196,"Paredes de Buitrago, Puentes Viejas, Sierra Norte, Comunidad de Madrid, 28754, España","(41.0051757, -3.5614, 0.0)",Puentes Viejas,Comunidad de Madrid,España
Terrasse,O8222,Terrasse O8222,,,,,
Valencia,4620,Valencia 4620,"Rubens - Fortuny, calle Rubens, Polígono Industrial Rabasa, Divina Pastora, Alacant / Alicante, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, 03011, España","(38.3745969, -0.5029743, 0.0)",Alacant / Alicante,Comunitat Valenciana,España
Campo Lugar,10134,Campo Lugar 10134,"Campo Lugar, Villamayor de Gállego, Zaragoza, Aragón, 50162, España","(41.6729132, -0.7971215, 0.0)",,Aragón,España
Rodezno,26222,Rodezno 26222,"Rodezno, La Rioja, 26330, España","(42.525862, -2.8447876, 0.0)",,La Rioja,España
Casas del Señor,03649,Casas del Señor 03649,"Casas del señor, Monòver / Monóvar, el Vinalopó Mitjà / El Vinalopó Medio, Alacant / Alicante, Comunitat Valenciana, España","(38.4059299, -0.9532344, 0.0)",,Comunitat Valenciana,España
MURCIA,30107,MURCIA 30107,"Murcia, Área Metropolitana de Murcia, Región de Murcia, España","(37.9923795, -1.1305431, 0.0)",Murcia,Región de Murcia,España
Valverde de Mérida,06890,Valverde de Mérida 06890,"Cementerio Municipal de Valverde de Mérida, Valverde de Mérida, Badajoz, Extremadura, España","(38.916375599999995, -6.218574097578546, 0.0)",,Extremadura,España
Moscavide,1885-100 MOSCAVIDE,Moscavide 1885-100 MOSCAVIDE,"Moscavide (Avenida de Moscavide) Igreja, Avenida de Moscavide, Parque das Nações, Moscavide e Portela, Loures, Lisboa, 1885-009, Portugal","(38.7795253, -9.1025679, 0.0)",Loures,,Portugal
Benijofar,03178,Benijofar 03178,"Benijófar, el Baix Segura / La Vega Baja del Segura, Alacant / Alicante, Comunitat Valenciana, 03078, España","(38.0789755, -0.7384165, 0.0)",,Comunitat Valenciana,España
Paterna,46989,Paterna 46989,"Paterna, Terranuova Bracciolini, Laterina Pergine Valdarno, Arezzo, Toscana, 52024, Italia","(43.5667785, 11.6562715, 0.0)",,Toscana,Italia
Ponteareas,36891,Ponteareas 36891,"Ponteareas, O Condado, Pontevedra, Galicia, España","(42.1740961, -8.5050963, 0.0)",,Galicia,España
Murcia,30107,Murcia 30107,"Murcia, Área Metropolitana de Murcia, Región de Murcia, España","(37.9923795, -1.1305431, 0.0)",Murcia,Región de Murcia,España
Taboadela,32691,Taboadela 32691,"Taboadela, Muíños, Barxés, A Baixa Limia, Ourense, Galicia, 32897, España","(41.9684125, -7.9403516, 0.0)",,Galicia,España
Rafelcofer ,46716,Rafelcofer  46716,"Rafelcofer, la Safor, València / Valencia, Comunitat Valenciana, España","(38.9327181, -0.1664006, 0.0)",,Comunitat Valenciana,España
Setúbal,2900-289,Setúbal 2900-289,"Setúbal, Portugal","(38.5241783, -8.8932341, 0.0)",Setúbal,,Portugal
Costa Teguise,35508,Costa Teguise 35508,"Costa Teguise, Teguise, Las Palmas, Canarias, 35508, España","(28.9959062, -13.4971609, 0.0)",,,España
Castrillo de la Vega,09391,Castrillo de la Vega 09391,,,,,
Loures,2660-001,Loures 2660-001,"Loures, Lisboa, Portugal","(38.8308741, -9.1684512, 0.0)",Loures,,Portugal
Bayamon ,00956,Bayamon  00956,,,,,
relleu,03578,relleu 03578,"Relleu, la Marina Baixa, Alacant / Alicante, Comunitat Valenciana, España","(38.5874435, -0.3111354, 0.0)",,Comunitat Valenciana,España
Villasana de Mena,09580,Villasana de Mena 09580,,,,,
Lisboa,1150-015 LISBOA,Lisboa 1150-015 LISBOA,"Lisboa (Praça do Areeiro), Avenida Padre Manuel da Nóbrega, Areeiro, Lisboa, 1000-222 SÃO JOÃO DE DEUS, Portugal","(38.7435791, -9.1337818, 0.0)",Lisboa,,Portugal
santarem,2000-471Santarém,santarem 2000-471Santarém,,,,,
HORCAJO DE LAS TORRES,05210,HORCAJO DE LAS TORRES 05210,"Horcajo de las Torres, Ávila, Castilla y León, España","(41.0648585, -5.0904405, 0.0)",Horcajo de las Torres,Castilla y León,España
Cañada rosal,41439,Cañada rosal 41439,"Cañada Rosal, Sevilla, Andalucía, España","(37.5976936, -5.2104153, 0.0)",,Andalucía,España
Monterrubio de la serena,06427,Monterrubio de la serena 06427,,,,,
ALMERIA,04002,ALMERIA 04002,"Almería, Andalucía, 04002, España","(36.837114053125, -2.478063749375124, 0.0)",Almería,Andalucía,España
Llera,06227,Llera 06227,,,,,
Ferreira do Alentejo,7900 649,Ferreira do Alentejo 7900 649,"Ferreira do Alentejo, Beja, Portugal","(38.0585086, -8.1138197, 0.0)",,,Portugal
Castejon De Monegros,22222,Castejon De Monegros 22222,"Castejón de Monegros, Los Monegros, Huesca, Aragón, España","(41.618446, -0.2391905, 0.0)",,Aragón,España
Caxias ,2760-068,Caxias  2760-068,"Núcleo Urbano Histórico de Caxias, Lagoal, Caxias, Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa, Portugal","(38.6984729, -9.271553491313005, 0.0)","Oeiras e São Julião da Barra, Paço de Arcos e Caxias",,Portugal
OSERA,50175,OSERA 50175,"Osera, Coli, Piacenza, Emilia-Romagna, Italia","(44.796582, 9.507018, 0.0)",,Emilia-Romagna,Italia
Cogorderos,24712,Cogorderos 24712,"Cogorderos, Llangréu/Langreo, Asturias / Asturies, 33909, España","(43.2637123, -5.6773265, 0.0)",Llangréu/Langreo,Asturias / Asturies,España
Madrid,28299,Madrid 28299,"Madrid, El Álamo, Comarca Sur, Comunidad de Madrid, 28607, España","(40.232844, -3.9814541, 0.0)",,Comunidad de Madrid,España
Puebla de la Calzada ,06490,Puebla de la Calzada  06490,"Puebla de la Calzada, Badajoz, Extremadura, España","(38.8936017, -6.6261713, 0.0)",,Extremadura,España
Guimarães,4805 015 ,Guimarães 4805 015 ,"Guimarães, Braga, Portugal","(41.4650197, -8.331690269107721, 0.0)",,,Portugal
puebla de la calzada,06490,puebla de la calzada 06490,"Puebla de la Calzada, Badajoz, Extremadura, España","(38.8936017, -6.6261713, 0.0)",,Extremadura,España
ELCHE,03291,ELCHE 03291,"Elche, Wethau, Wethautal, Burgenlandkreis, Sachsen-Anhalt, 06618, Deutschland","(51.1398219, 11.8600217, 0.0)",Wethau,Sachsen-Anhalt,Deutschland
London,SW113DR,London SW113DR,,,,,
Lisboa,1169-050,Lisboa 1169-050,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
cadiz,11009,cadiz 11009,"Cádiz, Bahía de Cádiz, Cádiz, Andalucía, España","(36.5297438, -6.2928976, 0.0)",Cádiz,Andalucía,España
CEBOLAIS DE CIMA,6000-767,CEBOLAIS DE CIMA 6000-767,"Cebolais de Cima, Cebolais de Cima e Retaxo, Castelo Branco, 6000-500, Portugal","(39.7544502, -7.55305475167987, 0.0)",Cebolais de Cima e Retaxo,,Portugal
cobeta,19443,cobeta 19443,"Cobeta, Guadalajara, Castilla-La Mancha, España","(40.8655802, -2.1423641, 0.0)",,Castilla-La Mancha,España
Valdelubiel,42318,Valdelubiel 42318,"Valdelubiel, Burgo de Osma-Ciudad de Osma, Castilla y León, España","(41.6392783, -3.0494411, 0.0)",,Castilla y León,España
Guadalajara,19139,Guadalajara 19139,"Guadalajara, La Zubia, Comarca de la Vega de Granada, Granada, Andalucía, 18140, España","(37.1174208, -3.5806662, 0.0)",La Zubia,Andalucía,España
Porta de Soller,07108,Porta de Soller 07108,,,,,
Vilassar de Dalt,08336,Vilassar de Dalt 08336,"Camp de futbol de Vilassar de Dalt, Carrer de Salvador Albert i Riera, Vilassar de Dalt, Maresme, Barcelona, Catalunya, 08339, España","(41.5144675, 2.372364756519658, 0.0)",,Catalunya,España
MONEO - MEDINA DE POMAR,09515,MONEO - MEDINA DE POMAR 09515,"Moneo, Medina de Pomar, Burgos, Castilla y León, 09500, España","(42.8933442, -3.4655442, 0.0)",Medina de Pomar,Castilla y León,España
Lantejuela,41630,Lantejuela 41630,"Calle La Lantejuela, Cañada Rosal, Sevilla, Andalucía, España","(37.5993507, -5.2122181, 0.0)",,Andalucía,España
Los Guadalperales ,06713,Los Guadalperales  06713,"Los Guadalperales, Badajoz, Extremadura, España","(39.084263, -5.6256773, 0.0)",,Extremadura,España
Vizela,4815-086 Infias Vizela,Vizela 4815-086 Infias Vizela,,,,,
Silleda,36546,Silleda 36546,,,,,
Lisboa,1000-012,Lisboa 1000-012,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Palma de Mallorca,07611,Palma de Mallorca 07611,"Palma, Carrer de les Illes Pitiüses, la Ciutat Jardí, Palma, Illes Balears, 07007, España","(39.5537385, 2.6956541, 0.0)",Palma,Illes Balears,España
Orihuela,03315,Orihuela 03315,"Orihuela, Alarcón, Cuenca, Castilla-La Mancha, 16214, España","(39.5601385, -2.0792403, 0.0)",,Castilla-La Mancha,España
San Martin del Pimpollar,05132,San Martin del Pimpollar 05132,"Calle de San José, Navalsauz, San Martín del Pimpollar, Ávila, Castilla y León, España","(40.4136139, -5.050072, 0.0)",,Castilla y León,España
Robledo de chavela,28294,Robledo de chavela 28294,"Robledo de Chavela, Sierra Oeste, Comunidad de Madrid, España","(40.5009201, -4.2380999, 0.0)",,Comunidad de Madrid,España
Olivais - Lisboa,1800 329,Olivais - Lisboa 1800 329,"Olivais Norte, Olivais, Lisboa, 1800-329, Portugal","(38.773711741666666, -9.111911374822974, 0.0)",Lisboa,,Portugal
ALESON,26315,ALESON 26315,"Alesón, La Rioja, España","(42.4054779, -2.6904851, 0.0)",,La Rioja,España
Santo Tirso,4780-440,Santo Tirso 4780-440,"Santo Tirso, Porto, Portugal","(41.3440057, -8.4772021, 0.0)",Santo Tirso,,Portugal
platja de muro,07458,platja de muro 07458,"Playa de Muro, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, España","(39.80850355, 3.118328024692635, 0.0)",Muro,Illes Balears,España
Bruxelles,1000,Bruxelles 1000,"Bruxelles, Bellou-sur-Huisne, Rémalard en Perche, Mortagne-au-Perche, Orne, Normandie, France métropolitaine, 61110, France","(48.4241802, 0.7431337, 0.0)",Rémalard en Perche,Normandie,France
ribera del fresno,06225,ribera del fresno 06225,"Urbanización Ribera del Alberche,Carreta Quebrada, Aldea del Fresno, Sierra Oeste, Comunidad de Madrid, España","(40.315050799999995, -4.239744693805434, 0.0)",,Comunidad de Madrid,España
Vila Franca de Xira,2600-660,Vila Franca de Xira 2600-660,,,,,
Guardias Viejas ,04715,Guardias Viejas  04715,"Guardias Viejas, El Ejido, Almería, Andalucía, 04711, España","(36.7008594, -2.8418645, 0.0)",,Andalucía,España
Charneca de Caparica,2820-061,Charneca de Caparica 2820-061,"Charneca de Caparica, Almada, Setúbal, 2820-225, Portugal","(38.6285507, -9.1974387, 0.0)",Almada,,Portugal
"S. Marcos, Cacém",2735-519,"S. Marcos, Cacém 2735-519","São Marcos, Cacém e São Marcos, Sintra, Lisboa, 2735-661, Portugal","(38.7496403, -9.296861, 0.0)",Cacém e São Marcos,,Portugal
